victim_name,group,sector,requested_sector,country,attack_date,discovered,website,source_url,description,raw_record
quorumfcu.org,dispossessor,Financial,Financial,,2023-10-18 00:42:00.000000,2024-04-19 11:52:31.970900,quorumfcu.org,https://dispossessor.com/blogs/156,quorumfcu.org,"{""activity"": ""Financial"", ""attackdate"": ""2023-10-18 00:42:00.000000"", ""country"": """", ""description"": ""quorumfcu.org"", ""discovered"": ""2024-04-19 11:52:31.970900"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""cXVvcnVtZmN1Lm9yZ0BkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:53:45"", ""users"": 17, ""users_url"": 15}, ""permalink"": ""https://www.ransomware.live/id/cXVvcnVtZmN1Lm9yZ0BkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/156"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/96a962592507ffc5b2da10679b72d0f4.png"", ""victim"": ""quorumfcu.org"", ""website"": ""quorumfcu.org""}"
enstargroup.com,dispossessor,Financial,Financial,,2022-03-22 09:08:00.000000,2024-04-19 11:52:02.164010,enstargroup.com,https://dispossessor.com/blogs/159,enstargroup.com,"{""activity"": ""Financial"", ""attackdate"": ""2022-03-22 09:08:00.000000"", ""country"": """", ""description"": ""enstargroup.com"", ""discovered"": ""2024-04-19 11:52:02.164010"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""ZW5zdGFyZ3JvdXAuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 1, ""update"": ""2024-04-19 11:53:38"", ""users"": 2, ""users_url"": 1}, ""permalink"": ""https://www.ransomware.live/id/ZW5zdGFyZ3JvdXAuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/159"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/e94f18d18bcbb6489a97d7f6876381b7.png"", ""victim"": ""enstargroup.com"", ""website"": ""enstargroup.com""}"
fisglobal.com,dispossessor,Financial,Financial,,2021-05-03 13:44:00.000000,2024-04-19 11:51:02.764043,fisglobal.com,https://dispossessor.com/blogs/162,fisglobal.com,"{""activity"": ""Financial"", ""attackdate"": ""2021-05-03 13:44:00.000000"", ""country"": """", ""description"": ""fisglobal.com"", ""discovered"": ""2024-04-19 11:51:02.764043"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""ZmlzZ2xvYmFsLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 140, ""employees_url"": 17, ""thirdparties"": 129, ""update"": ""2024-04-19 11:53:25"", ""users"": 13412, ""users_url"": 100}, ""permalink"": ""https://www.ransomware.live/id/ZmlzZ2xvYmFsLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/162"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/142b4914f64bb2faf2fd0a2d4f9d7af9.png"", ""victim"": ""fisglobal.com"", ""website"": ""fisglobal.com""}"
tdecu.org,dispossessor,Financial,Financial,,2022-07-10 16:13:00.000000,2024-04-19 11:49:31.526047,tdecu.org,https://dispossessor.com/blogs/169,tdecu.org,"{""activity"": ""Financial"", ""attackdate"": ""2022-07-10 16:13:00.000000"", ""country"": """", ""description"": ""tdecu.org"", ""discovered"": ""2024-04-19 11:49:31.526047"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""dGRlY3Uub3JnQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:49:42"", ""users"": 171, ""users_url"": 33}, ""permalink"": ""https://www.ransomware.live/id/dGRlY3Uub3JnQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/169"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/383b8a46b99e14522049fc54ec3cc614.png"", ""victim"": ""tdecu.org"", ""website"": ""tdecu.org""}"
gesa.com,dispossessor,Financial,Financial,,2022-04-15 16:11:00.000000,2024-04-19 11:44:29.002625,gesa.com,https://dispossessor.com/blogs/189,gesa.com,"{""activity"": ""Financial"", ""attackdate"": ""2022-04-15 16:11:00.000000"", ""country"": """", ""description"": ""gesa.com"", ""discovered"": ""2024-04-19 11:44:29.002625"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""Z2VzYS5jb21AZGlzcG9zc2Vzc29y"", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:46:41"", ""users"": 155, ""users_url"": 38}, ""permalink"": ""https://www.ransomware.live/id/Z2VzYS5jb21AZGlzcG9zc2Vzc29y"", ""post_url"": ""https://dispossessor.com/blogs/189"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/f6b5fd2b85aa7f0e98a2cded9aa4dcef.png"", ""victim"": ""gesa.com"", ""website"": ""gesa.com""}"
icsystem.com,dispossessor,Financial,Financial,,2023-04-15 21:04:00.000000,2024-04-19 11:42:58.040962,icsystem.com,https://dispossessor.com/blogs/195,icsystem.com,"{""activity"": ""Financial"", ""attackdate"": ""2023-04-15 21:04:00.000000"", ""country"": """", ""description"": ""icsystem.com"", ""discovered"": ""2024-04-19 11:42:58.040962"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""aWNzeXN0ZW0uY29tQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:46:20"", ""users"": 21, ""users_url"": 9}, ""permalink"": ""https://www.ransomware.live/id/aWNzeXN0ZW0uY29tQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/195"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/10c93f01e9423b30adaf097db4972c9d.png"", ""victim"": ""icsystem.com"", ""website"": ""icsystem.com""}"
aplusfcu.org,dispossessor,Financial,Financial,,2022-08-22 03:15:00.000000,2024-04-19 11:42:27.890260,aplusfcu.org,https://dispossessor.com/blogs/196,aplusfcu.org,"{""activity"": ""Financial"", ""attackdate"": ""2022-08-22 03:15:00.000000"", ""country"": """", ""description"": ""aplusfcu.org"", ""discovered"": ""2024-04-19 11:42:27.890260"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""YXBsdXNmY3Uub3JnQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:46:14"", ""users"": 86, ""users_url"": 22}, ""permalink"": ""https://www.ransomware.live/id/YXBsdXNmY3Uub3JnQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/196"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/27123e9b2c0431fc344f8cd008d671f2.png"", ""victim"": ""aplusfcu.org"", ""website"": ""aplusfcu.org""}"
eastwestbank.com,dispossessor,Financial,Financial,,2023-12-22 23:02:00.000000,2024-04-19 11:41:58.025738,eastwestbank.com,https://dispossessor.com/blogs/201,eastwestbank.com,"{""activity"": ""Financial"", ""attackdate"": ""2023-12-22 23:02:00.000000"", ""country"": """", ""description"": ""eastwestbank.com"", ""discovered"": ""2024-04-19 11:41:58.025738"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""ZWFzdHdlc3RiYW5rLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 2, ""employees_url"": 2, ""thirdparties"": 3, ""update"": ""2024-04-19 11:43:58"", ""users"": 237, ""users_url"": 53}, ""permalink"": ""https://www.ransomware.live/id/ZWFzdHdlc3RiYW5rLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/201"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/552530f5cd75d810b14d1368518a3c0d.png"", ""victim"": ""eastwestbank.com"", ""website"": ""eastwestbank.com""}"
cuanswers.com,dispossessor,Financial,Financial,,2021-09-09 12:25:00.000000,2024-04-19 11:40:32.583615,cuanswers.com,https://dispossessor.com/blogs/205,cuanswers.com,"{""activity"": ""Financial"", ""attackdate"": ""2021-09-09 12:25:00.000000"", ""country"": """", ""description"": ""cuanswers.com"", ""discovered"": ""2024-04-19 11:40:32.583615"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""Y3VhbnN3ZXJzLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:43:38"", ""users"": 11, ""users_url"": 3}, ""permalink"": ""https://www.ransomware.live/id/Y3VhbnN3ZXJzLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/205"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/8f9f23c23a43a6b2fee0f31a9332e1cf.png"", ""victim"": ""cuanswers.com"", ""website"": ""cuanswers.com""}"
bankers-bank.com,dispossessor,Financial,Financial,,2020-07-19 11:26:00.000000,2024-04-19 11:40:03.081685,bankers-bank.com,https://dispossessor.com/blogs/207,bankers-bank.com,"{""activity"": ""Financial"", ""attackdate"": ""2020-07-19 11:26:00.000000"", ""country"": """", ""description"": ""bankers-bank.com"", ""discovered"": ""2024-04-19 11:40:03.081685"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""YmFua2Vycy1iYW5rLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 2, ""update"": ""2024-04-19 11:43:31"", ""users"": 2, ""users_url"": 0}, ""permalink"": ""https://www.ransomware.live/id/YmFua2Vycy1iYW5rLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/207"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/1f648fb9521d0068271bcf210a39f840.png"", ""victim"": ""bankers-bank.com"", ""website"": ""bankers-bank.com""}"
crowe.com,dispossessor,Financial,Financial,,2024-04-19 11:35:09.697310,2024-04-19 11:35:09.697310,crowe.com,https://dispossessor.com/blogs/222,crowe.com,"{""activity"": ""Financial"", ""attackdate"": ""2024-04-19 11:35:09.697310"", ""country"": """", ""description"": ""crowe.com"", ""discovered"": ""2024-04-19 11:35:09.697310"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""Y3Jvd2UuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 2, ""employees_url"": 2, ""thirdparties"": 4, ""update"": ""2024-04-19 11:42:24"", ""users"": 31, ""users_url"": 12}, ""permalink"": ""https://www.ransomware.live/id/Y3Jvd2UuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/222"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/60f2796df60076c6905f2702a21a3160.png"", ""victim"": ""crowe.com"", ""website"": ""crowe.com""}"
cadencebank.com,dispossessor,Financial,Financial,,2024-04-19 11:33:09.289290,2024-04-19 11:33:09.289290,cadencebank.com,https://dispossessor.com/blogs/228,cadencebank.com,"{""activity"": ""Financial"", ""attackdate"": ""2024-04-19 11:33:09.289290"", ""country"": """", ""description"": ""cadencebank.com"", ""discovered"": ""2024-04-19 11:33:09.289290"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""Y2FkZW5jZWJhbmsuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 1, ""employees_url"": 1, ""thirdparties"": 0, ""update"": ""2024-04-19 11:33:52"", ""users"": 116, ""users_url"": 37}, ""permalink"": ""https://www.ransomware.live/id/Y2FkZW5jZWJhbmsuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/228"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/61ce09a771d554b23f29635bfdaabe14.png"", ""victim"": ""cadencebank.com"", ""website"": ""cadencebank.com""}"
putnam.com,dispossessor,Financial,Financial,,2021-05-19 04:45:00.000000,2024-04-19 11:32:08.617960,putnam.com,https://dispossessor.com/blogs/238,putnam.com,"{""activity"": ""Financial"", ""attackdate"": ""2021-05-19 04:45:00.000000"", ""country"": """", ""description"": ""putnam.com"", ""discovered"": ""2024-04-19 11:32:08.617960"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""cHV0bmFtLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 3, ""employees_url"": 4, ""thirdparties"": 3, ""update"": ""2024-04-19 11:32:53"", ""users"": 98, ""users_url"": 46}, ""permalink"": ""https://www.ransomware.live/id/cHV0bmFtLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/238"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/e03886243fedf1bcf748f2c7babcf81d.png"", ""victim"": ""putnam.com"", ""website"": ""putnam.com""}"
citynational.com,dispossessor,Financial,Financial,,2021-12-04 09:23:00.000000,2024-04-19 11:31:09.709031,citynational.com,https://dispossessor.com/blogs/240,citynational.com,"{""activity"": ""Financial"", ""attackdate"": ""2021-12-04 09:23:00.000000"", ""country"": """", ""description"": ""citynational.com"", ""discovered"": ""2024-04-19 11:31:09.709031"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""Y2l0eW5hdGlvbmFsLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:32:39"", ""users"": 14, ""users_url"": 7}, ""permalink"": ""https://www.ransomware.live/id/Y2l0eW5hdGlvbmFsLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/240"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/1012df102f0d8401dae22d8ce264375b.png"", ""victim"": ""citynational.com"", ""website"": ""citynational.com""}"
delawarelife.com,dispossessor,Financial,Financial,US,2023-02-12 22:29:00.000000,2024-04-19 11:29:37.499396,delawarelife.com,https://dispossessor.com/blogs/244,delawarelife.com,"{""activity"": ""Financial"", ""attackdate"": ""2023-02-12 22:29:00.000000"", ""country"": ""US"", ""description"": ""delawarelife.com"", ""discovered"": ""2024-04-19 11:29:37.499396"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""ZGVsYXdhcmVsaWZlLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 1, ""update"": ""2024-04-19 11:30:27"", ""users"": 21, ""users_url"": 2}, ""permalink"": ""https://www.ransomware.live/id/ZGVsYXdhcmVsaWZlLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/244"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/19f7f8c305e4ac98928f6cdd7635e73d.png"", ""victim"": ""delawarelife.com"", ""website"": ""delawarelife.com""}"
aon.com,dispossessor,Financial,Financial,,2022-07-03 22:36:00.000000,2024-04-19 11:29:07.582707,aon.com,https://dispossessor.com/blogs/249,aon.com,"{""activity"": ""Financial"", ""attackdate"": ""2022-07-03 22:36:00.000000"", ""country"": """", ""description"": ""aon.com"", ""discovered"": ""2024-04-19 11:29:07.582707"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""YW9uLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 57, ""employees_url"": 31, ""thirdparties"": 106, ""update"": ""2024-04-19 11:30:20"", ""users"": 3138, ""users_url"": 100}, ""permalink"": ""https://www.ransomware.live/id/YW9uLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/249"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/09f683671e4da7b49994f4ce95e596a1.png"", ""victim"": ""aon.com"", ""website"": ""aon.com""}"
www.empowerins.com,dispossessor,Financial,Financial,,2022-09-13 23:16:00.000000,2024-04-19 11:20:57.485687,empowerins.com,https://dispossessor.com/blogs/323,Persons responsible for data leakage: Cortez Maria:Chief Operations Officer (817) 306-2506 mcortez@empowerins.com; Morgan Jan:Agency Compliance Officer (817) 231-4359 jmorgan@empowerins.com; Jayakumar Prabhagaran:Test Software Development Engineer pjayakumar@empowerins.com; Pelzer Rose:Marketing Representative rpelzer@empowerins.com; Fisher Bryan:Agency Owner and Broker bfisher@empowerins.com; Stallings Don:Litigation Adjuster (817) 245-4157 dstallings@empowerins.com; Faulkner Larry:Litigation Adjuster (817),"{""activity"": ""Financial"", ""attackdate"": ""2022-09-13 23:16:00.000000"", ""country"": """", ""description"": ""Persons responsible for data leakage: Cortez Maria:Chief Operations Officer (817) 306-2506 mcortez@empowerins.com; Morgan Jan:Agency Compliance Officer (817) 231-4359 jmorgan@empowerins.com; Jayakumar Prabhagaran:Test Software Development Engineer pjayakumar@empowerins.com; Pelzer Rose:Marketing Representative rpelzer@empowerins.com; Fisher Bryan:Agency Owner and Broker bfisher@empowerins.com; Stallings Don:Litigation Adjuster (817) 245-4157 dstallings@empowerins.com; Faulkner Larry:Litigation Adjuster (817)"", ""discovered"": ""2024-04-19 11:20:57.485687"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""d3d3LmVtcG93ZXJpbnMuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:21:36"", ""users"": 100, ""users_url"": 8}, ""permalink"": ""https://www.ransomware.live/id/d3d3LmVtcG93ZXJpbnMuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/323"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/7dd6fa10da7f957803d8ba6c7e9356c7.png"", ""victim"": ""www.empowerins.com"", ""website"": ""empowerins.com""}"
fullertonindia.com,dispossessor,Financial,Financial,ML,2023-06-13 23:50:00.000000,2024-04-19 11:18:28.154684,fullertonindia.com,https://dispossessor.com/blogs/338,"More information in our telegram channel https://t.me/snatch_team Persons responsible for data leakage:Pankaj Malik:Executivepankaj.malik@fullertonindia.com;Nitin Nimbalkar:Executivenitin.nimbalkar@fullertonindia.com;Manvinder Singh:VPmanvinder.singh@fullertonindia.com;Tarun Raina:VPtarun.raina@fullertonindia.com;Maithreyi Srikanth:VPmaithreyi.srikanth@fullertonindia.com;Shailesh Chandak:Manager, VPshailesh.chandak@fullertonindia.com;Kasturi Chodankar:Manager, VPkasturi.chodankar@fullertonindia.com;Pratik Thakkar:VPpratik.thakkar@tatacapital.compratik.thakkar@fullertonindia.com;Sukanta Dawn:VPsukanta.dawn@fullertonindia.com;Kartik Bhati:VPkartik.bhati@fullertonindia.com;Stephen Williams:VPstephen.williams@fullertonindia.com;Pankaj Jain:VPpankaj.jain@fullertonindia.com;Abhijeet Shintre:Manager, VPabhijeet.shintre@fullertonindia.com;Amol Bhalerao:VPamol.bhalerao@fullertonindia.com;Sunderraman Subramanian:Director, VPsunderraman.subramanian@fullertonindia.com;Sonal Satyendra:Non-Management, VPsonal.satyendra@fullertonindia.com;Abhijit Dey:VPabhijit.dey@fullertonindia.com;Suman Deb:Manager, Directorsuman.deb@fullertonindia.com;Sagar Sankhe:Non-Management, Managersagar.sankhe@fullertonindia.com;Nikhil Makwana:Non-Management, Managernikhil.makwana@bajajfinserv.innikhil.makwana@fullertonindia.com;Kapil Mishra:Managerkapil.mishra@fullertonindia.com;Bhushan Manapure:Non-Management, Managerbhushan.manapure@religarefinvest.combhushan.manapure@fullertonindia.com;Anshul","{""activity"": ""Financial"", ""attackdate"": ""2023-06-13 23:50:00.000000"", ""country"": ""ML"", ""description"": ""More information in our telegram channel https://t.me/snatch_team Persons responsible for data leakage:Pankaj Malik:Executivepankaj.malik@fullertonindia.com;Nitin Nimbalkar:Executivenitin.nimbalkar@fullertonindia.com;Manvinder Singh:VPmanvinder.singh@fullertonindia.com;Tarun Raina:VPtarun.raina@fullertonindia.com;Maithreyi Srikanth:VPmaithreyi.srikanth@fullertonindia.com;Shailesh Chandak:Manager, VPshailesh.chandak@fullertonindia.com;Kasturi Chodankar:Manager, VPkasturi.chodankar@fullertonindia.com;Pratik Thakkar:VPpratik.thakkar@tatacapital.compratik.thakkar@fullertonindia.com;Sukanta Dawn:VPsukanta.dawn@fullertonindia.com;Kartik Bhati:VPkartik.bhati@fullertonindia.com;Stephen Williams:VPstephen.williams@fullertonindia.com;Pankaj Jain:VPpankaj.jain@fullertonindia.com;Abhijeet Shintre:Manager, VPabhijeet.shintre@fullertonindia.com;Amol Bhalerao:VPamol.bhalerao@fullertonindia.com;Sunderraman Subramanian:Director, VPsunderraman.subramanian@fullertonindia.com;Sonal Satyendra:Non-Management, VPsonal.satyendra@fullertonindia.com;Abhijit Dey:VPabhijit.dey@fullertonindia.com;Suman Deb:Manager, Directorsuman.deb@fullertonindia.com;Sagar Sankhe:Non-Management, Managersagar.sankhe@fullertonindia.com;Nikhil Makwana:Non-Management, Managernikhil.makwana@bajajfinserv.innikhil.makwana@fullertonindia.com;Kapil Mishra:Managerkapil.mishra@fullertonindia.com;Bhushan Manapure:Non-Management, Managerbhushan.manapure@religarefinvest.combhushan.manapure@fullertonindia.com;Anshul"", ""discovered"": ""2024-04-19 11:18:28.154684"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""ZnVsbGVydG9uaW5kaWEuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 14, ""update"": ""2024-04-19 11:18:55"", ""users"": 778, ""users_url"": 32}, ""permalink"": ""https://www.ransomware.live/id/ZnVsbGVydG9uaW5kaWEuY29tQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/338"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/aa0266ffdf467daa09d211722129487a.png"", ""victim"": ""fullertonindia.com"", ""website"": ""fullertonindia.com""}"
colonialgeneral.com,dispossessor,Financial,Financial,,2022-11-29 10:38:00.000000,2024-04-19 11:10:26.722808,colonialgeneral.com,https://dispossessor.com/blogs/388,"At Colonial General, our goal is to offer top quality insurance products and solutions to independent agents.  We are a family-owned business since 1995, offering generations of knowledge & experience. Our employees take pride in developing trusted r...","{""activity"": ""Financial"", ""attackdate"": ""2022-11-29 10:38:00.000000"", ""country"": """", ""description"": ""At Colonial General, our goal is to offer top quality insurance products and solutions to independent agents.  We are a family-owned business since 1995, offering generations of knowledge & experience. Our employees take pride in developing trusted r..."", ""discovered"": ""2024-04-19 11:10:26.722808"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""Y29sb25pYWxnZW5lcmFsLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:12:13"", ""users"": 0, ""users_url"": 0}, ""permalink"": ""https://www.ransomware.live/id/Y29sb25pYWxnZW5lcmFsLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/388"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/6f70cbba1aa7e786dd4fa69cbfc35426.png"", ""victim"": ""colonialgeneral.com"", ""website"": ""colonialgeneral.com""}"
servicesfinanciersjdf.com,dispossessor,Financial,Financial,,2023-02-19 14:54:00.000000,2024-04-19 11:01:16.938193,servicesfinanciersjdf.com,https://dispossessor.com/blogs/511,JDF Services financiers est un cabinet d'assurances collectives et de personnes spécialisé dans le domaine depuis le début des années 90.,"{""activity"": ""Financial"", ""attackdate"": ""2023-02-19 14:54:00.000000"", ""country"": """", ""description"": ""JDF Services financiers est un cabinet d'assurances collectives et de personnes spécialisé dans le domaine depuis le début des années 90."", ""discovered"": ""2024-04-19 11:01:16.938193"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""c2VydmljZXNmaW5hbmNpZXJzamRmLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""thirdparties"": 0, ""update"": ""2024-04-19 11:01:55"", ""users"": 0, ""users_url"": 0}, ""permalink"": ""https://www.ransomware.live/id/c2VydmljZXNmaW5hbmNpZXJzamRmLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/511"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/e7ac4fcaeb347b3c5a4df5b3129caa35.png"", ""victim"": ""servicesfinanciersjdf.com"", ""website"": ""servicesfinanciersjdf.com""}"
islandinsurance.ca,dispossessor,Financial,Financial,CA,2023-04-19 03:57:00.000000,2024-04-19 10:43:22.326213,islandinsurance.ca,https://dispossessor.com/blogs/669,"Island Insurance is owned and operated by Gurpreet Khaira, Balwinder Khaira, and Harjinder Basra. Staff consists of level 2 brokers and have over 50 years of combined experience in the insurance business.","{""activity"": ""Financial"", ""attackdate"": ""2023-04-19 03:57:00.000000"", ""country"": ""CA"", ""description"": ""Island Insurance is owned and operated by Gurpreet Khaira, Balwinder Khaira, and Harjinder Basra. Staff consists of level 2 brokers and have over 50 years of combined experience in the insurance business."", ""discovered"": ""2024-04-19 10:43:22.326213"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""aXNsYW5kaW5zdXJhbmNlLmNhQGRpc3Bvc3Nlc3Nvcg=="", ""infostealer"": {""employees"": 1, ""employees_url"": 1, ""thirdparties"": 1, ""update"": ""2024-04-19 10:44:10"", ""users"": 0, ""users_url"": 0}, ""permalink"": ""https://www.ransomware.live/id/aXNsYW5kaW5zdXJhbmNlLmNhQGRpc3Bvc3Nlc3Nvcg=="", ""post_url"": ""https://dispossessor.com/blogs/669"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/40042c47eef22fc92b1084c88f98eaad.png"", ""victim"": ""islandinsurance.ca"", ""website"": ""islandinsurance.ca""}"
oneexchangecorp.com,dispossessor,Financial,Financial,,2023-07-03 13:33:00.000000,2024-04-19 10:02:52.800413,oneexchangecorp.com,https://dispossessor.com/blogs/811,"Based in Calgary, Alberta, One Exchange Corp. (OX) is a leader in voice and electronic 
brokering for the North American Natural Gas and Crude Oil markets. Equipped with more than 
100 years of combined experience in the energy sector.","{""activity"": ""Financial"", ""attackdate"": ""2023-07-03 13:33:00.000000"", ""country"": """", ""description"": ""Based in Calgary, Alberta, One Exchange Corp. (OX) is a leader in voice and electronic \nbrokering for the North American Natural Gas and Crude Oil markets. Equipped with more than \n100 years of combined experience in the energy sector."", ""discovered"": ""2024-04-19 10:02:52.800413"", ""duplicates"": [], ""group"": ""dispossessor"", ""id"": ""b25lZXhjaGFuZ2Vjb3JwLmNvbUBkaXNwb3NzZXNzb3I="", ""infostealer"": {""employees"": 1, ""employees_url"": 1, ""thirdparties"": 0, ""update"": ""2024-04-19 10:03:56"", ""users"": 0, ""users_url"": 2}, ""permalink"": ""https://www.ransomware.live/id/b25lZXhjaGFuZ2Vjb3JwLmNvbUBkaXNwb3NzZXNzb3I="", ""post_url"": ""https://dispossessor.com/blogs/811"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/3f47ec6dd90dc441da9ccfdd01b01bd2.png"", ""victim"": ""oneexchangecorp.com"", ""website"": ""oneexchangecorp.com""}"
