phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,banking_match_source,banking_match_term
9399234,https://bradesco.ajudanetempresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399234,2026-04-20T20:40:17+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399233,https://bradesco.pjnetempresarial.click/acesso-seguro.php?token=54284530469e68880153665.50481582&amp;h=0f77e04ca39c4744e7e04b2ca7e4a701872bbd47ce28f158b0e1689a70d0b703,http://www.phishtank.com/phish_detail.php?phish_id=9399233,2026-04-20T20:40:15+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399232,https://bradesco.pc-empresas.click/_s/b0-ea99d63b5e38fd07-tdt6r8/wd/index.php?p=acesso&amp;auth=mFeeWAnxb6dRTYOw6giYmbWowTfVQFKCynf4XPwGxbxM3K6lPkHuWzvSlzIYbNYk4ZtIVy0FFdofbIVKesQGsVLy34lay9JUFKevaFsC5V8nZsLjTemIzhsMZdLMZOHdNC1lwn4tAtVnTC6iXhthFq,http://www.phishtank.com/phish_detail.php?phish_id=9399232,2026-04-20T20:40:13+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399231,https://bradesco.empresaapp.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399231,2026-04-20T20:40:11+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399230,https://bradesco.atendimentoempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399230,2026-04-20T20:40:10+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399229,https://bradesco.fonefacilnetempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399229,2026-04-20T20:40:08+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399228,https://bradesco.net-empresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399228,2026-04-20T20:40:06+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399227,https://bradesco.atendimento-empresarial.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399227,2026-04-20T20:40:04+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399226,https://bradesco.net-empresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399226,2026-04-20T20:39:54+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399225,https://bradesco.segurancanetempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399225,2026-04-20T20:39:53+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco
9399224,https://bradesco.empresarial.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399224,2026-04-20T20:39:52+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399223,https://bradesco.atendimento-empresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399223,2026-04-20T20:39:51+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399222,https://bradesco.creditonetempresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399222,2026-04-20T20:39:49+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399221,https://bradesco.appnetempresas.click/app/wd/index.php?p=acesso&amp;auth=YKkPaYvhVqmBBmQiALbRsQbMlJxs9DAES0IwmRJNJkSvaLskf9PtLX4QKlPECrWTTewvjH6318GEJrL1XY26BB2eDBHd51bQb6fppFjoooENjL5z7hd5cmFNc7qNNhrWAL1gFgNJIvxiu2skFBpfbt,http://www.phishtank.com/phish_detail.php?phish_id=9399221,2026-04-20T20:39:48+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399220,https://bradesco.atualizacao-empresas.click/net/sess-20260420-171046-tdt6py-421c4d/v1/brad-validacao.php?=banking_digital-comprovante_digital-certificado_digital-sess-260420-623001,http://www.phishtank.com/phish_detail.php?phish_id=9399220,2026-04-20T20:39:46+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399219,https://700-market-clearwater-credit-union.pantheonsite.io/wp-login.php?redirect_to=https%3A%2F%2F700-market-clearwater-credit-union.pantheonsite.io%2Fwp-admin%2Fpost.php%3Fpost%3D20869%26amp%3Baction%3Delementor&reauth=1,http://www.phishtank.com/phish_detail.php?phish_id=9399219,2026-04-20T20:39:45+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399218,https://700-market-clearwater-credit-union.pantheonsite.io/wp-admin/post.php?post=20869&amp;action=elementor,http://www.phishtank.com/phish_detail.php?phish_id=9399218,2026-04-20T20:39:44+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399217,https://bradesco.netempresaonlinepro.online/,http://www.phishtank.com/phish_detail.php?phish_id=9399217,2026-04-20T20:39:43+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399216,https://otorgarcr.lol,http://www.phishtank.com/phish_detail.php?phish_id=9399216,2026-04-20T20:39:42+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco
9399199,https://better-darlings-242491.framer.app/,http://www.phishtank.com/phish_detail.php?phish_id=9399199,2026-04-20T20:18:42+00:00,yes,2026-04-20T20:21:48+00:00,yes,Other,url_keyword,ing
9399052,https://rabbysat.wixstudio.com/wallet-extension,http://www.phishtank.com/phish_detail.php?phish_id=9399052,2026-04-20T17:35:20+00:00,yes,2026-04-20T17:42:17+00:00,yes,Other,url_keyword,wallet
9398997,https://usuarionetempresa.com/,http://www.phishtank.com/phish_detail.php?phish_id=9398997,2026-04-20T16:47:59+00:00,yes,2026-04-20T17:02:55+00:00,yes,Bradesco,target_exact,bradesco
9398996,https://bradesco.netempresasac.site/,http://www.phishtank.com/phish_detail.php?phish_id=9398996,2026-04-20T16:47:54+00:00,yes,2026-04-20T17:02:55+00:00,yes,Bradesco,target_exact,bradesco
9398995,https://bradesco.netempresaschat.site/,http://www.phishtank.com/phish_detail.php?phish_id=9398995,2026-04-20T16:47:46+00:00,yes,2026-04-20T17:02:55+00:00,yes,Bradesco,target_exact,bradesco
9398994,https://bradesco.netempresasac.online/,http://www.phishtank.com/phish_detail.php?phish_id=9398994,2026-04-20T16:47:41+00:00,yes,2026-04-20T17:02:55+00:00,yes,Bradesco,target_exact,bradesco
9398993,https://bradesco.netempresasac.digital/,http://www.phishtank.com/phish_detail.php?phish_id=9398993,2026-04-20T16:47:35+00:00,yes,2026-04-20T17:02:55+00:00,yes,Bradesco,target_exact,bradesco
9398992,https://bradesco.netempresapjonline.digital/,http://www.phishtank.com/phish_detail.php?phish_id=9398992,2026-04-20T16:47:28+00:00,yes,2026-04-20T17:02:55+00:00,yes,Bradesco,target_exact,bradesco
9398990,https://bradesco.netempresasac.info/,http://www.phishtank.com/phish_detail.php?phish_id=9398990,2026-04-20T16:47:15+00:00,yes,2026-04-20T17:02:55+00:00,yes,Bradesco,target_exact,bradesco
9398989,https://bradesco.netempresapj.pro/,http://www.phishtank.com/phish_detail.php?phish_id=9398989,2026-04-20T16:47:07+00:00,yes,2026-04-20T17:02:55+00:00,yes,Bradesco,target_exact,bradesco
9398986,https://bradesco.netempresaspj.app/,http://www.phishtank.com/phish_detail.php?phish_id=9398986,2026-04-20T16:46:30+00:00,yes,2026-04-20T16:51:50+00:00,yes,Bradesco,target_exact,bradesco
9398985,https://bradesco.netempresasac.app/,http://www.phishtank.com/phish_detail.php?phish_id=9398985,2026-04-20T16:46:24+00:00,yes,2026-04-20T16:51:50+00:00,yes,Bradesco,target_exact,bradesco
9398983,https://bradesco.netempresasac.click/,http://www.phishtank.com/phish_detail.php?phish_id=9398983,2026-04-20T16:46:12+00:00,yes,2026-04-20T16:51:50+00:00,yes,Bradesco,target_exact,bradesco
9398982,https://bradesco.netempresapj.click/,http://www.phishtank.com/phish_detail.php?phish_id=9398982,2026-04-20T16:46:06+00:00,yes,2026-04-20T16:51:50+00:00,yes,Bradesco,target_exact,bradesco
9398839,https://atualizacao-pj-digital.online/boasvindas.php?token=151087258269e3c1a98de8d0.52047590&amp;h=8806b92dcec8ffda9cb5ce6a1cc095e504cf54165c76e85a3e3c0c01034c8bf6,http://www.phishtank.com/phish_detail.php?phish_id=9398839,2026-04-20T14:48:36+00:00,yes,2026-04-20T15:04:03+00:00,yes,Other,url_keyword,boa
9398710,https://login.m-haixingty.com/?claim=fxuOT5QSTLpPONRinkEReYRB,http://www.phishtank.com/phish_detail.php?phish_id=9398710,2026-04-20T13:20:51+00:00,yes,2026-04-20T13:32:25+00:00,yes,Other,url_keyword,ing
9398708,https://qjweijing.com/s/puwurfgpqk,http://www.phishtank.com/phish_detail.php?phish_id=9398708,2026-04-20T13:20:36+00:00,yes,2026-04-20T13:32:25+00:00,yes,Other,url_keyword,ing
9398707,https://lagom-living.com/k/M7ApjU9j9Sjv,http://www.phishtank.com/phish_detail.php?phish_id=9398707,2026-04-20T13:20:29+00:00,yes,2026-04-20T13:32:25+00:00,yes,Other,url_keyword,ing
9398615,https://konto-verifizieren-ppl.com/,http://www.phishtank.com/phish_detail.php?phish_id=9398615,2026-04-20T12:33:39+00:00,yes,2026-04-20T12:42:05+00:00,yes,PayPal,target_exact,paypal
9398478,https://accounts-dkb-kreditbanking.baitalarablaundry.ae/logs/dkbs/login.php,http://www.phishtank.com/phish_detail.php?phish_id=9398478,2026-04-20T11:30:09+00:00,yes,2026-04-20T11:42:01+00:00,yes,Other,url_keyword,bank
9398219,https://myapp-survey-ppl.com/,http://www.phishtank.com/phish_detail.php?phish_id=9398219,2026-04-20T05:43:19+00:00,yes,2026-04-20T05:52:03+00:00,yes,PayPal,target_exact,paypal
9398173,https://app.biaclientepromo.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398173,2026-04-20T03:01:18+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398172,https://app.biaclientepromo.app/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398172,2026-04-20T03:01:17+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398171,https://app.biaclientepromo.life/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398171,2026-04-20T03:01:16+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398170,https://app.biaclientepromo.live/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398170,2026-04-20T03:01:14+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398169,https://app.biaclientepromo.digital/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398169,2026-04-20T03:01:06+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398168,https://app.biaclientepromo.site/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398168,2026-04-20T03:01:04+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398167,https://app.biaclientepromo.info/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398167,2026-04-20T03:01:02+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398166,https://app.biaclientepromo.xyz/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398166,2026-04-20T03:01:01+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398165,https://app.exclusivoparacliente.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398165,2026-04-20T03:01:00+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398164,https://app.exclusivoparacliente.site/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398164,2026-04-20T03:00:58+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398163,https://app.exclusivoparacliente.digital/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398163,2026-04-20T03:00:57+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398162,https://app.exclusivoparaclientes.digital/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398162,2026-04-20T03:00:56+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398161,https://app.exclusivoparacliente.app/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398161,2026-04-20T03:00:54+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398160,https://app.promocional.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398160,2026-04-20T03:00:53+00:00,yes,2026-04-20T03:11:53+00:00,yes,Bradesco,target_exact,bradesco
9398107,https://app.promofacilresgate.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398107,2026-04-20T00:57:49+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398106,https://app.promofacilresgate.live/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398106,2026-04-20T00:57:48+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398105,https://app.promofacilresgate.info/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398105,2026-04-20T00:57:47+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398104,https://app.promocao-resgate.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398104,2026-04-20T00:57:45+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398103,https://app.promocao-resgate.digital/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398103,2026-04-20T00:57:44+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398102,https://app.promocao-resgate.pro/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398102,2026-04-20T00:57:43+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398101,https://app.promocao-resgate.xyz/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398101,2026-04-20T00:57:34+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398100,https://app.promocao-resgate.life/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398100,2026-04-20T00:57:33+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398099,https://app.bia-resgate.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398099,2026-04-20T00:57:31+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398098,https://app.resgatecliente.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398098,2026-04-20T00:57:30+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398097,https://app.resgatecliente.digital/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398097,2026-04-20T00:57:28+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398096,https://app.resgatecliente.info/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398096,2026-04-20T00:57:27+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398095,https://app.biaresgateclientes.pro/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398095,2026-04-20T00:57:26+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398094,https://app.resgatecliente.life/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398094,2026-04-20T00:57:25+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398093,https://app.resgatecliente.site/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398093,2026-04-20T00:57:23+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398092,https://app.webresgatecliente.live/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398092,2026-04-20T00:57:22+00:00,yes,2026-04-20T01:11:50+00:00,yes,Bradesco,target_exact,bradesco
9398091,https://app.resgatecliente.xyz/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398091,2026-04-20T00:57:14+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398090,https://app.biaresgateclientes.live/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398090,2026-04-20T00:57:12+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398089,https://app.biaresgatecliente.pro/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398089,2026-04-20T00:57:11+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398088,https://app.resgatefacilitado.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398088,2026-04-20T00:57:10+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398087,https://app.resgatefacilitado.site/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398087,2026-04-20T00:57:09+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398086,https://app.resgatefacilitado.info/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398086,2026-04-20T00:57:07+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398085,https://app.resgatefacilitado.live/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398085,2026-04-20T00:57:06+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398084,https://app.resgatefacilitado.xyz/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398084,2026-04-20T00:57:05+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398083,https://app.resgatefacilitados.live/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398083,2026-04-20T00:57:03+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398082,https://app.biaresgatecompleto.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398082,2026-04-20T00:57:02+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398081,https://app.biaresgatecompleto.live/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398081,2026-04-20T00:56:52+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398080,https://app.biaresgatecompleto.digital/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398080,2026-04-20T00:56:51+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398079,https://app.biaresgatecompleto.xyz/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398079,2026-04-20T00:56:49+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398078,https://app.biaresgatecompleto.info/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398078,2026-04-20T00:56:48+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398077,https://app.biaresgatecompleto.shop/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398077,2026-04-20T00:56:47+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398076,https://app.biaresgatecompleto.life/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398076,2026-04-20T00:56:45+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398075,https://app.cliente-resgate.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398075,2026-04-20T00:56:44+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398074,https://app.cliente-resgate.app/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398074,2026-04-20T00:56:43+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398073,https://app.cliente-resgate.site/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398073,2026-04-20T00:56:41+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9398072,https://app.cliente-resgate.xyz/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9398072,2026-04-20T00:56:40+00:00,yes,2026-04-20T01:03:10+00:00,yes,Bradesco,target_exact,bradesco
9397888,https://kdcmarketing.wixstudio.com/ws-course,http://www.phishtank.com/phish_detail.php?phish_id=9397888,2026-04-19T16:08:46+00:00,yes,2026-04-19T16:11:44+00:00,yes,Other,url_keyword,ing
9397878,https://www.ryugakupresz.com/aycczyom/,http://www.phishtank.com/phish_detail.php?phish_id=9397878,2026-04-19T15:58:13+00:00,yes,2026-04-19T16:03:02+00:00,yes,American Express,target_exact,american express
9397877,https://allegrolokalnie.pl-04999-oferta.cyou/komputer-gamingowy-i5-14000-rt/65144,http://www.phishtank.com/phish_detail.php?phish_id=9397877,2026-04-19T15:57:44+00:00,yes,2026-04-19T16:03:02+00:00,yes,Allegro,url_keyword,ing
9397875,https://www.ryugakupresz.com/aycczyom,http://www.phishtank.com/phish_detail.php?phish_id=9397875,2026-04-19T15:57:33+00:00,yes,2026-04-19T16:03:02+00:00,yes,American Express,target_exact,american express
9397876,http://www.ryugakupresz.com/aycczyom/,http://www.phishtank.com/phish_detail.php?phish_id=9397876,2026-04-19T15:57:33+00:00,yes,2026-04-19T16:51:38+00:00,yes,American Express,target_exact,american express
9397850,https://swiftqorp.com/wp-includes/pomo/sx/page/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9397850,2026-04-19T15:13:38+00:00,yes,2026-04-19T15:32:30+00:00,yes,Other,url_keyword,swift
9397847,http://gacitie.com,http://www.phishtank.com/phish_detail.php?phish_id=9397847,2026-04-19T15:13:29+00:00,yes,2026-04-19T15:32:30+00:00,yes,Other,url_keyword,citi
9397832,http://www.mimosawedding.vn/fr/serviceclients/home/nkl-log.php,http://www.phishtank.com/phish_detail.php?phish_id=9397832,2026-04-19T15:12:42+00:00,yes,2026-04-19T15:21:57+00:00,yes,Other,url_keyword,ing
9397821,http://testingledgerlol.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9397821,2026-04-19T15:12:16+00:00,yes,2026-04-19T15:21:57+00:00,yes,Other,url_keyword,ing
9397822,https://testingledgerlol.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9397822,2026-04-19T15:12:16+00:00,yes,2026-04-19T15:21:57+00:00,yes,Other,url_keyword,ing
