group,indicator,ioc_type,first_seen,last_seen,source,description,raw_record,ttps
AiLock,3c7c91cd4dc336db8082e07ab7549556f05d80acbc778afc2dade67c02002f69,sha256,,,ransomware.live,,"{""group"": ""AiLock"", ""indicator"": ""3c7c91cd4dc336db8082e07ab7549556f05d80acbc778afc2dade67c02002f69"", ""ioc_type"": ""sha256""}",
AiLock,2a728d98ae8280efeaa674783181f3fa,md5,,,ransomware.live,,"{""group"": ""AiLock"", ""indicator"": ""2a728d98ae8280efeaa674783181f3fa"", ""ioc_type"": ""md5""}",
bianlian,85.239.52.16:2443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""85.239.52.16:2443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,91.236.230.33:6399,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""91.236.230.33:6399"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,64.95.11.206:10443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""64.95.11.206:10443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,104.238.60.168:2602,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""104.238.60.168:2602"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,88.218.168.33:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""88.218.168.33:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,181.215.39.2:4444,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""181.215.39.2:4444"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,181.215.39.2:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""181.215.39.2:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,104.225.129.141:46464,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""104.225.129.141:46464"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,45.61.136.147:3917,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""45.61.136.147:3917"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,45.61.136.147:3929,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""45.61.136.147:3929"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,87.121.61.252:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""87.121.61.252:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,147.45.154.131:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""147.45.154.131:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,147.45.141.206:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""147.45.141.206:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,64.95.11.206:5060,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""64.95.11.206:5060"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,185.163.193.251:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""185.163.193.251:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,216.219.94.99:80,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""216.219.94.99:80"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,65.21.153.27:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""65.21.153.27:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,64.95.11.206:1433,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""64.95.11.206:1433"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,91.236.230.33:6400,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""91.236.230.33:6400"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,64.95.11.206:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""64.95.11.206:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,51.16.209.105:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""51.16.209.105:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,8.140.226.110:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""8.140.226.110:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,170.130.55.197:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""170.130.55.197:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,103.125.217.129:80,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""103.125.217.129:80"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,194.213.18.181:16963,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""194.213.18.181:16963"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,185.28.119.50:5415,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""185.28.119.50:5415"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,37.1.202.248:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""37.1.202.248:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,185.193.48.92:445,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""185.193.48.92:445"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,104.225.129.141:2244,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""104.225.129.141:2244"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,23.227.198.237:3963,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""23.227.198.237:3963"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,92.243.66.51:8024,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""92.243.66.51:8024"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,85.239.54.36:2866,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""85.239.54.36:2866"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,104.200.72.15:10403,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""104.200.72.15:10403"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,144.208.127.130:14906,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""144.208.127.130:14906"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,203.161.43.187:53,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""203.161.43.187:53"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,159.89.112.223:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""159.89.112.223:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,87.120.114.51:20000,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""87.120.114.51:20000"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,193.124.185.129:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""193.124.185.129:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,86.104.72.238:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""86.104.72.238:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,194.213.18.181:20290,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""194.213.18.181:20290"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,104.36.229.149:28333,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""104.36.229.149:28333"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,172.96.137.106:4567,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""172.96.137.106:4567"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,194.68.27.93:40812,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""194.68.27.93:40812"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,45.95.175.213:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""45.95.175.213:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,194.36.188.25:80,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""194.36.188.25:80"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,169.239.130.36:993,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""169.239.130.36:993"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,104.36.229.149:5168,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""104.36.229.149:5168"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,89.23.113.220:8083,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""89.23.113.220:8083"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,85.239.54.36:5603,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""85.239.54.36:5603"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,146.70.143.147:18095,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""146.70.143.147:18095"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,151.236.16.40:10351,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""151.236.16.40:10351"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,62.60.211.206:8080,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""62.60.211.206:8080"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,185.76.79.207:38378,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""185.76.79.207:38378"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,51.250.44.190:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""51.250.44.190:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,43.198.93.208:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""43.198.93.208:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,77.73.67.162:8080,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""77.73.67.162:8080"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,143.198.179.167:5060,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""143.198.179.167:5060"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,143.198.179.167:1433,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""143.198.179.167:1433"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,92.243.64.200:7258,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""92.243.64.200:7258"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,86.107.101.47:24553,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""86.107.101.47:24553"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,143.198.179.167:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""143.198.179.167:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,51.250.27.83:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""51.250.27.83:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,216.181.107.134:41296,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""216.181.107.134:41296"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,89.1.88.252:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""89.1.88.252:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,130.193.52.194:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""130.193.52.194:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,158.160.3.224:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""158.160.3.224:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,79.141.162.184:80,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""79.141.162.184:80"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,194.68.27.93:53312,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""194.68.27.93:53312"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,167.88.160.15:8080,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""167.88.160.15:8080"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,165.227.69.170:1433,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""165.227.69.170:1433"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,165.227.69.170:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""165.227.69.170:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,85.239.53.248:6219,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""85.239.53.248:6219"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,96.44.156.220:24467,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""96.44.156.220:24467"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,43.248.136.194:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""43.248.136.194:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,103.30.77.80:8443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""103.30.77.80:8443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,203.161.43.195:444,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""203.161.43.195:444"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,172.187.180.204:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""172.187.180.204:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,13.38.235.203:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""13.38.235.203:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,13.37.127.130:443,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""13.37.127.130:443"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,18.159.131.20:80,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""18.159.131.20:80"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
bianlian,185.243.112.167:80,ip,,,ransomware.live,,"{""group"": ""bianlian"", ""indicator"": ""185.243.112.167:80"", ""ioc_type"": ""ip""}",T1027.002; T1036; T1059; T1082; T1083; T1091; T1120; T1204; T1486; T1497; T1518.001
blacklock,f392807da3ee1f3e9702ce5fa91d418d,md5,,,ransomware.live,,"{""group"": ""blacklock"", ""indicator"": ""f392807da3ee1f3e9702ce5fa91d418d"", ""ioc_type"": ""md5""}",
blackshrantac,EFE1A6E5C8AF91FB1EA3A170823F5E69A85F866CF33A4370EC467474916941042E29C2EA4930,tox,,,ransomware.live,,"{""group"": ""blackshrantac"", ""indicator"": ""EFE1A6E5C8AF91FB1EA3A170823F5E69A85F866CF33A4370EC467474916941042E29C2EA4930"", ""ioc_type"": ""tox""}",
blacksuit,104.244.75.168,ip,,,ransomware.live,,"{""group"": ""blacksuit"", ""indicator"": ""104.244.75.168"", ""ioc_type"": ""ip""}",T1021.001; T1070.001; T1078; T1078.002; T1119; T1484.001; T1486; T1490; T1562.001
BrainCipher,ibrain.support@cyberfear.com,email,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""ibrain.support@cyberfear.com"", ""ioc_type"": ""email""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,brain.dataleak@cyberfear.com,email,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""brain.dataleak@cyberfear.com"", ""ioc_type"": ""email""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,brain.decrypt@cyberfear.com,email,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""brain.decrypt@cyberfear.com"", ""ioc_type"": ""email""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,523c501118ef5d7957ce54aee86d9b1d,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""523c501118ef5d7957ce54aee86d9b1d"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,9c5698924d4d1881efaf88651a304cb3,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""9c5698924d4d1881efaf88651a304cb3"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,448f1796fe8de02194b21c0715e0a5f6,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""448f1796fe8de02194b21c0715e0a5f6"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,b32a8951fc4c2e4c2d63d17200ca0032,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""b32a8951fc4c2e4c2d63d17200ca0032"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,714b31629c37dee57038ca4e52ef65ac,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""714b31629c37dee57038ca4e52ef65ac"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,71c109f3bf4da2fc0173b9bcff07e979,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""71c109f3bf4da2fc0173b9bcff07e979"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,41050b2b9f619cdd9916e3bdd5b9f2f9,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""41050b2b9f619cdd9916e3bdd5b9f2f9"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,0da1f4ede654e83241eaad7719a708a0,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""0da1f4ede654e83241eaad7719a708a0"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,f94d17b5f232e9cfd2255ca9823cb18a,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""f94d17b5f232e9cfd2255ca9823cb18a"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,8b3a45ebb7f2331e90ac57a2a20536fd,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""8b3a45ebb7f2331e90ac57a2a20536fd"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,8dbd57b042bc63b9ecdc9e3e5506ce85,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""8dbd57b042bc63b9ecdc9e3e5506ce85"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
BrainCipher,a0efa7fb6dff1e035510ec1f42e083e4,md5,,,ransomware.live,,"{""group"": ""BrainCipher"", ""indicator"": ""a0efa7fb6dff1e035510ec1f42e083e4"", ""ioc_type"": ""md5""}",T1070.004; T1083; T1204.002; T1486; T1562.001
cactus,466a8e120c75770ecbc0c73f0439d304,md5,,,ransomware.live,,"{""group"": ""cactus"", ""indicator"": ""466a8e120c75770ecbc0c73f0439d304"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1021.004; T1027; T1027.002; T1049; T1053.005; T1072; T1087; T1087.002; T1136; T1486; T1555.003; T1562.001; T1570
cactus,718d56fd19bbaf5e78c03e096dae64ca,md5,,,ransomware.live,,"{""group"": ""cactus"", ""indicator"": ""718d56fd19bbaf5e78c03e096dae64ca"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1021.004; T1027; T1027.002; T1049; T1053.005; T1072; T1087; T1087.002; T1136; T1486; T1555.003; T1562.001; T1570
cactus,586a7991bb097e7c4ef676b180f65a6a,md5,,,ransomware.live,,"{""group"": ""cactus"", ""indicator"": ""586a7991bb097e7c4ef676b180f65a6a"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1021.004; T1027; T1027.002; T1049; T1053.005; T1072; T1087; T1087.002; T1136; T1486; T1555.003; T1562.001; T1570
cactus,7fa55bf92073ca2115d70641566ce89b,md5,,,ransomware.live,,"{""group"": ""cactus"", ""indicator"": ""7fa55bf92073ca2115d70641566ce89b"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1021.004; T1027; T1027.002; T1049; T1053.005; T1072; T1087; T1087.002; T1136; T1486; T1555.003; T1562.001; T1570
cactus,ccb993b425257228bd48c0aac20d5027,md5,,,ransomware.live,,"{""group"": ""cactus"", ""indicator"": ""ccb993b425257228bd48c0aac20d5027"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1021.004; T1027; T1027.002; T1049; T1053.005; T1072; T1087; T1087.002; T1136; T1486; T1555.003; T1562.001; T1570
