phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,banking_match_source,banking_match_term,domain,path,query,url_text,url_length,domain_length,num_dots,num_hyphens,num_digits,path_depth,query_string_length,uses_https,suspicious_keyword_count,finance_keyword_count,brand_keyword_count,tld,subdomain_count,contains_banking_keyword,is_suspicious_tld,kw_abn,kw_absa,kw_account,kw_amex,kw_auth,kw_authenticate,kw_banco,kw_bank,kw_banking,kw_barclays,kw_bbva,kw_billing,kw_binance,kw_bradesco,kw_capitalone,kw_card,kw_cashapp,kw_chase,kw_citi,kw_citibank,kw_client,kw_coinbase,kw_confirm,kw_credential,kw_credit,kw_customer,kw_debit,kw_finance,kw_financial,kw_hsbc,kw_ing,kw_jpmorgan,kw_login,kw_logon,kw_mastercard,kw_natwest,kw_password,kw_payment,kw_paypal,kw_portal,kw_recover,kw_santander,kw_scotiabank,kw_secure,kw_security,kw_signin,kw_support,kw_unicredit,kw_update,kw_validate,kw_verification,kw_verify,kw_visa,kw_wallet,kw_wellsfargo,url_pattern_cluster
9399249,https://app.protecaocompleta.digital/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399249,2026-04-20T20:40:57+00:00,yes,2026-04-20T21:02:52+00:00,yes,Bradesco,target_exact,bradesco,app.protecaocompleta.digital,/inicio,,app protecaocompleta digital inicio,43,28,2,0,0,1,0,1,0,0,0,digital,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9399248,https://app.protecaocompleta.site/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399248,2026-04-20T20:40:56+00:00,yes,2026-04-20T21:02:52+00:00,yes,Bradesco,target_exact,bradesco,app.protecaocompleta.site,/inicio,,app protecaocompleta site inicio,40,25,2,0,0,1,0,1,0,0,0,site,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9399245,http://82.153.205.2/control.php,http://www.phishtank.com/phish_detail.php?phish_id=9399245,2026-04-20T20:40:42+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,82.153.205.2,/control.php,,82 153 205 2 control php,31,12,4,0,9,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399244,http://82.153.205.2,http://www.phishtank.com/phish_detail.php?phish_id=9399244,2026-04-20T20:40:41+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,82.153.205.2,,,82 153 205 2,19,12,3,0,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399243,https://record.es-verifica.online/forgotten/login.php,http://www.phishtank.com/phish_detail.php?phish_id=9399243,2026-04-20T20:40:39+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,record.es-verifica.online,/forgotten/login.php,,record es verifica online forgotten login php,53,25,3,1,0,2,0,1,1,0,0,online,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399242,https://bradesco.chavenetempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399242,2026-04-20T20:40:37+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.chavenetempresa.click,/inicio,,bradesco chavenetempresa click inicio,45,30,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399241,https://bradesco.clientenetempresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399241,2026-04-20T20:40:36+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.clientenetempresas.click,/inicio,,bradesco clientenetempresas click inicio,48,33,2,0,0,1,0,1,1,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399240,https://bradesco.empresatotal.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399240,2026-04-20T20:40:35+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.empresatotal.click,/inicio,,bradesco empresatotal click inicio,42,27,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399239,https://bradesco.chatempresas.click/app/wd/index.php?p=acesso&amp;auth=oikgZfCrpkuFeJRPhPXqW67DMUrt29wxOuyuJoUEHfuacEojEM3MvHwWg4lctkd8BqK2CTdItMkqeKkEZq2WF4fKFosWiDcS399lRgMxwdke321gPj3ilTnLBka24s3O4CMKMKaKoDnwpWOr4pIoaE,http://www.phishtank.com/phish_detail.php?phish_id=9399239,2026-04-20T20:40:34+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.chatempresas.click,/app/wd/index.php,p=acesso&amp;auth=oikgZfCrpkuFeJRPhPXqW67DMUrt29wxOuyuJoUEHfuacEojEM3MvHwWg4lctkd8BqK2CTdItMkqeKkEZq2WF4fKFosWiDcS399lRgMxwdke321gPj3ilTnLBka24s3O4CMKMKaKoDnwpWOr4pIoaE,bradesco chatempresas click app wd index php p acesso amp auth oikgzfcrpkufejrphpxqw67dmurt29wxouyujouehfuaceojem3mvhwwg4lctkd8bqk2ctditmkqekkezq2wf4fkfoswidcs399lrgmxwdke321gpj3iltnlbka24s3o4cmkmkakodnwpwor4pioae p acesso amp auth oikgzfcrpkufejrphpxqw67dmurt29wxouyujouehfuaceojem3mvhwwg4lctkd8bqk2ctditmkqekkezq2wf4fkfoswidcs399lrgmxwdke321gpj3iltnlbka24s3o4cmkmkakodnwpwor4pioae,221,27,3,0,22,3,168,1,1,0,1,click,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399238,https://bradesco.netempresacomercial.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399238,2026-04-20T20:40:32+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.netempresacomercial.click,/inicio,,bradesco netempresacomercial click inicio,49,34,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399237,https://bradesco.appempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399237,2026-04-20T20:40:31+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.appempresa.click,/inicio,,bradesco appempresa click inicio,40,25,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399235,https://bradesco.appnetempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399235,2026-04-20T20:40:19+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.appnetempresa.click,/inicio,,bradesco appnetempresa click inicio,43,28,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399234,https://bradesco.ajudanetempresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399234,2026-04-20T20:40:17+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.ajudanetempresas.click,/inicio,,bradesco ajudanetempresas click inicio,46,31,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399233,https://bradesco.pjnetempresarial.click/acesso-seguro.php?token=54284530469e68880153665.50481582&amp;h=0f77e04ca39c4744e7e04b2ca7e4a701872bbd47ce28f158b0e1689a70d0b703,http://www.phishtank.com/phish_detail.php?phish_id=9399233,2026-04-20T20:40:15+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.pjnetempresarial.click,/acesso-seguro.php,token=54284530469e68880153665.50481582&amp;h=0f77e04ca39c4744e7e04b2ca7e4a701872bbd47ce28f158b0e1689a70d0b703,bradesco pjnetempresarial click acesso seguro php token 54284530469e68880153665 50481582 amp h 0f77e04ca39c4744e7e04b2ca7e4a701872bbd47ce28f158b0e1689a70d0b703 token 54284530469e68880153665 50481582 amp h 0f77e04ca39c4744e7e04b2ca7e4a701872bbd47ce28f158b0e1689a70d0b703,167,31,4,1,71,1,109,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399232,https://bradesco.pc-empresas.click/_s/b0-ea99d63b5e38fd07-tdt6r8/wd/index.php?p=acesso&amp;auth=mFeeWAnxb6dRTYOw6giYmbWowTfVQFKCynf4XPwGxbxM3K6lPkHuWzvSlzIYbNYk4ZtIVy0FFdofbIVKesQGsVLy34lay9JUFKevaFsC5V8nZsLjTemIzhsMZdLMZOHdNC1lwn4tAtVnTC6iXhthFq,http://www.phishtank.com/phish_detail.php?phish_id=9399232,2026-04-20T20:40:13+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.pc-empresas.click,/_s/b0-ea99d63b5e38fd07-tdt6r8/wd/index.php,p=acesso&amp;auth=mFeeWAnxb6dRTYOw6giYmbWowTfVQFKCynf4XPwGxbxM3K6lPkHuWzvSlzIYbNYk4ZtIVy0FFdofbIVKesQGsVLy34lay9JUFKevaFsC5V8nZsLjTemIzhsMZdLMZOHdNC1lwn4tAtVnTC6iXhthFq,bradesco pc empresas click s b0 ea99d63b5e38fd07 tdt6r8 wd index php p acesso amp auth mfeewanxb6drtyow6giymbwowtfvqfkcynf4xpwgxbxm3k6lpkhuwzvslziybnyk4ztivy0ffdofbivkesqgsvly34lay9jufkevafsc5v8nzsljtemizhsmzdlmzohdnc1lwn4tatvntc6ixhthfq p acesso amp auth mfeewanxb6drtyow6giymbwowtfvqfkcynf4xpwgxbxm3k6lpkhuwzvslziybnyk4ztivy0ffdofbivkesqgsvly34lay9jufkevafsc5v8nzsljtemizhsmzdlmzohdnc1lwn4tatvntc6ixhthfq,246,26,3,3,27,4,168,1,1,0,1,click,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399231,https://bradesco.empresaapp.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399231,2026-04-20T20:40:11+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.empresaapp.click,/inicio,,bradesco empresaapp click inicio,40,25,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399230,https://bradesco.atendimentoempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399230,2026-04-20T20:40:10+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.atendimentoempresa.click,/inicio,,bradesco atendimentoempresa click inicio,48,33,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399229,https://bradesco.fonefacilnetempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399229,2026-04-20T20:40:08+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.fonefacilnetempresa.click,/inicio,,bradesco fonefacilnetempresa click inicio,49,34,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399228,https://bradesco.net-empresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399228,2026-04-20T20:40:06+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.net-empresa.click,/inicio,,bradesco net empresa click inicio,41,26,2,1,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399227,https://bradesco.atendimento-empresarial.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399227,2026-04-20T20:40:04+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.atendimento-empresarial.click,/inicio,,bradesco atendimento empresarial click inicio,53,38,2,1,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399226,https://bradesco.net-empresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399226,2026-04-20T20:39:54+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.net-empresas.click,/inicio,,bradesco net empresas click inicio,42,27,2,1,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399225,https://bradesco.segurancanetempresa.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399225,2026-04-20T20:39:53+00:00,yes,2026-04-20T20:52:12+00:00,yes,Bradesco,target_exact,bradesco,bradesco.segurancanetempresa.click,/inicio,,bradesco segurancanetempresa click inicio,49,34,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399224,https://bradesco.empresarial.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399224,2026-04-20T20:39:52+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco,bradesco.empresarial.click,/inicio,,bradesco empresarial click inicio,41,26,2,0,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399223,https://bradesco.atendimento-empresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399223,2026-04-20T20:39:51+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco,bradesco.atendimento-empresas.click,/inicio,,bradesco atendimento empresas click inicio,50,35,2,1,0,1,0,1,0,0,1,click,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399222,https://bradesco.creditonetempresas.click/inicio,http://www.phishtank.com/phish_detail.php?phish_id=9399222,2026-04-20T20:39:49+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco,bradesco.creditonetempresas.click,/inicio,,bradesco creditonetempresas click inicio,48,33,2,0,0,1,0,1,0,1,1,click,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399221,https://bradesco.appnetempresas.click/app/wd/index.php?p=acesso&amp;auth=YKkPaYvhVqmBBmQiALbRsQbMlJxs9DAES0IwmRJNJkSvaLskf9PtLX4QKlPECrWTTewvjH6318GEJrL1XY26BB2eDBHd51bQb6fppFjoooENjL5z7hd5cmFNc7qNNhrWAL1gFgNJIvxiu2skFBpfbt,http://www.phishtank.com/phish_detail.php?phish_id=9399221,2026-04-20T20:39:48+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco,bradesco.appnetempresas.click,/app/wd/index.php,p=acesso&amp;auth=YKkPaYvhVqmBBmQiALbRsQbMlJxs9DAES0IwmRJNJkSvaLskf9PtLX4QKlPECrWTTewvjH6318GEJrL1XY26BB2eDBHd51bQb6fppFjoooENjL5z7hd5cmFNc7qNNhrWAL1gFgNJIvxiu2skFBpfbt,bradesco appnetempresas click app wd index php p acesso amp auth ykkpayvhvqmbbmqialbrsqbmljxs9daes0iwmrjnjksvalskf9ptlx4qklpecrwttewvjh6318gejrl1xy26bb2edbhd51bqb6fppfjoooenjl5z7hd5cmfnc7qnnhrwal1gfgnjivxiu2skfbpfbt p acesso amp auth ykkpayvhvqmbbmqialbrsqbmljxs9daes0iwmrjnjksvalskf9ptlx4qklpecrwttewvjh6318gejrl1xy26bb2edbhd51bqb6fppfjoooenjl5z7hd5cmfnc7qnnhrwal1gfgnjivxiu2skfbpfbt,223,29,3,0,21,3,168,1,1,0,1,click,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9399220,https://bradesco.atualizacao-empresas.click/net/sess-20260420-171046-tdt6py-421c4d/v1/brad-validacao.php?=banking_digital-comprovante_digital-certificado_digital-sess-260420-623001,http://www.phishtank.com/phish_detail.php?phish_id=9399220,2026-04-20T20:39:46+00:00,yes,2026-04-20T20:52:13+00:00,yes,Bradesco,target_exact,bradesco,bradesco.atualizacao-empresas.click,/net/sess-20260420-171046-tdt6py-421c4d/v1/brad-validacao.php,=banking_digital-comprovante_digital-certificado_digital-sess-260420-623001,bradesco atualizacao empresas click net sess 20260420 171046 tdt6py 421c4d v1 brad validacao php banking digital comprovante digital certificado digital sess 260420 623001 banking digital comprovante digital certificado digital sess 260420 623001,180,35,3,11,32,4,75,1,1,2,2,click,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
